entidadFederativa,grupoQuincenalEdad,total,Hombres,Mujeres,Anio
Tabasco,35 a 39 años,139172,67085,72087,2005
Tabasco,40 a 44 años,116283,57310,58973,2005
Tabasco,45 a 49 años,94231,46877,47354,2005
Tabasco,50 a 54 años,74419,37257,37162,2005
Tabasco,55 a 59 años,53257,26778,26479,2005
Tabasco,60 a 64 años,43088,21273,21815,2005
Tabasco,65 a 69 años,32200,15783,16417,2005
Tabasco,70 a 74 años,24663,12516,12147,2005
Tabasco,75 a 79 años,16749,8456,8293,2005
Tabasco,80 a 84 años,9314,4705,4609,2005
Tabasco,85 a 89 años,5288,2583,2705,2005
Tabasco,90 a 94 años,2051,993,1058,2005
Tabasco,95 a 99 años,1228,605,623,2005
Tabasco,100 años y más,512,216,296,2005
Tabasco,No especificado,23779,11855,11924,2005
Tamaulipas,0 a 4 años,294740,149599,145141,2005
Tamaulipas,5 a 9 años,295298,150744,144554,2005
Tamaulipas,10 a 14 años,290402,147498,142904,2005
Tamaulipas,15 a 19 años,274245,138074,136171,2005
Tamaulipas,20 a 24 años,267644,131056,136588,2005
Tamaulipas,25 a 29 años,253314,122825,130489,2005
Tamaulipas,30 a 34 años,248444,120474,127970,2005
Tamaulipas,35 a 39 años,223045,108728,114317,2005
Tamaulipas,40 a 44 años,185155,90750,94405,2005
Tamaulipas,45 a 49 años,150775,73401,77374,2005
Tamaulipas,50 a 54 años,119530,58365,61165,2005
Tamaulipas,55 a 59 años,91480,43967,47513,2005
Tamaulipas,60 a 64 años,77434,36895,40539,2005
Tamaulipas,65 a 69 años,60579,28743,31836,2005
Tamaulipas,70 a 74 años,44260,21037,23223,2005
Tamaulipas,75 a 79 años,30697,14479,16218,2005
Tamaulipas,80 a 84 años,18581,8412,10169,2005
Tamaulipas,85 a 89 años,8759,3889,4870,2005
Tamaulipas,90 a 94 años,3287,1396,1891,2005
Tamaulipas,95 a 99 años,1450,605,845,2005
Tamaulipas,100 años y más,429,162,267,2005
Tamaulipas,No especificado,84690,42474,42216,2005
Tlaxcala,0 a 4 años,114954,58574,56380,2005
Tlaxcala,5 a 9 años,114239,58160,56079,2005
Tlaxcala,10 a 14 años,118450,60021,58429,2005
Tlaxcala,15 a 19 años,108254,53846,54408,2005
Tlaxcala,20 a 24 años,99680,46429,53251,2005
Tlaxcala,25 a 29 años,88678,40707,47971,2005
Tlaxcala,30 a 34 años,81874,37734,44140,2005
Tlaxcala,35 a 39 años,72699,33984,38715,2005
Tlaxcala,40 a 44 años,59577,28186,31391,2005
Tlaxcala,45 a 49 años,48794,22995,25799,2005
Tlaxcala,50 a 54 años,37925,18030,19895,2005
Tlaxcala,55 a 59 años,28757,13902,14855,2005
Tlaxcala,60 a 64 años,24137,11552,12585,2005
Tlaxcala,65 a 69 años,18889,8873,10016,2005
Tlaxcala,70 a 74 años,14576,6904,7672,2005
Tlaxcala,75 a 79 años,11317,5460,5857,2005
Tlaxcala,80 a 84 años,7232,3382,3850,2005
Tlaxcala,85 a 89 años,4171,1922,2249,2005
Tlaxcala,90 a 94 años,1502,664,838,2005
Tlaxcala,95 a 99 años,794,331,463,2005
Tlaxcala,100 años y más,188,69,119,2005
Tlaxcala,No especificado,11520,5752,5768,2005
Veracruz de Ignacio de la Llave,0 a 4 años,676902,344371,332531,2005
Veracruz de Ignacio de la Llave,5 a 9 años,720700,366110,354590,2005
Veracruz de Ignacio de la Llave,10 a 14 años,791110,401867,389243,2005
Veracruz de Ignacio de la Llave,15 a 19 años,710167,351004,359163,2005
Veracruz de Ignacio de la Llave,20 a 24 años,582248,269012,313236,2005
Veracruz de Ignacio de la Llave,25 a 29 años,517828,232501,285327,2005
Veracruz de Ignacio de la Llave,30 a 34 años,516830,234539,282291,2005
Veracruz de Ignacio de la Llave,35 a 39 años,496595,229601,266994,2005
Veracruz de Ignacio de la Llave,40 a 44 años,432692,203928,228764,2005
Veracruz de Ignacio de la Llave,45 a 49 años,369611,175365,194246,2005
Veracruz de Ignacio de la Llave,50 a 54 años,310556,148137,162419,2005
Veracruz de Ignacio de la Llave,55 a 59 años,247750,119097,128653,2005
Veracruz de Ignacio de la Llave,60 a 64 años,211512,100645,110867,2005
Veracruz de Ignacio de la Llave,65 a 69 años,159801,75256,84545,2005
Veracruz de Ignacio de la Llave,70 a 74 años,121464,57509,63955,2005
Veracruz de Ignacio de la Llave,75 a 79 años,85434,40350,45084,2005
Veracruz de Ignacio de la Llave,80 a 84 años,50171,23047,27124,2005
Veracruz de Ignacio de la Llave,85 a 89 años,27716,12147,15569,2005
Veracruz de Ignacio de la Llave,90 a 94 años,10668,4500,6168,2005
Veracruz de Ignacio de la Llave,95 a 99 años,5679,2313,3366,2005
Veracruz de Ignacio de la Llave,100 años y más,2115,817,1298,2005
Veracruz de Ignacio de la Llave,No especificado,62665,31263,31402,2005
Yucatán,0 a 4 años,169575,85966,83609,2005
Yucatán,5 a 9 años,176491,89687,86804,2005
Yucatán,10 a 14 años,188049,95354,92695,2005
Yucatán,15 a 19 años,183960,91950,92010,2005
Yucatán,20 a 24 años,171550,84185,87365,2005
Yucatán,25 a 29 años,147473,71543,75930,2005
Yucatán,30 a 34 años,139475,67053,72422,2005
Yucatán,35 a 39 años,118211,56944,61267,2005
Yucatán,40 a 44 años,103126,49655,53471,2005
Yucatán,45 a 49 años,86897,41778,45119,2005
Yucatán,50 a 54 años,76900,36800,40100,2005
Yucatán,55 a 59 años,61894,30238,31656,2005
Yucatán,60 a 64 años,48236,23013,25223,2005
Yucatán,65 a 69 años,38247,18600,19647,2005
Yucatán,70 a 74 años,28422,13928,14494,2005
Yucatán,75 a 79 años,21195,10674,10521,2005
Yucatán,80 a 84 años,14293,6968,7325,2005
Yucatán,85 a 89 años,8573,4172,4401,2005
Yucatán,90 a 94 años,2818,1289,1529,2005
Yucatán,95 a 99 años,1110,517,593,2005
Yucatán,100 años y más,182,69,113,2005
Yucatán,No especificado,32271,16179,16092,2005
Zacatecas,0 a 4 años,143830,73032,70798,2005
Zacatecas,5 a 9 años,148813,75506,73307,2005
Zacatecas,10 a 14 años,156277,79335,76942,2005
Zacatecas,15 a 19 años,145349,70292,75057,2005
Zacatecas,20 a 24 años,112509,50280,62229,2005
Zacatecas,25 a 29 años,99137,44095,55042,2005
Zacatecas,30 a 34 años,97454,45183,52271,2005
Zacatecas,35 a 39 años,89531,41641,47890,2005
Zacatecas,40 a 44 años,76065,35796,40269,2005
Zacatecas,45 a 49 años,62751,29454,33297,2005
Zacatecas,50 a 54 años,50399,24139,26260,2005
Zacatecas,55 a 59 años,40637,19586,21051,2005
Zacatecas,60 a 64 años,37993,18206,19787,2005
Zacatecas,65 a 69 años,30335,14844,15491,2005
Zacatecas,70 a 74 años,24798,12239,12559,2005
Zacatecas,75 a 79 años,18430,9424,9006,2005
Zacatecas,80 a 84 años,12212,5997,6215,2005
Zacatecas,85 a 89 años,6230,2993,3237,2005
Zacatecas,90 a 94 años,2572,1195,1377,2005
Zacatecas,95 a 99 años,1188,517,671,2005
Zacatecas,100 años y más,267,99,168,2005
Zacatecas,No especificado,10915,5480,5435,2005
Estados Unidos Mexicanos,0 a 4 años,10528322,5346943,5181379,2010
Estados Unidos Mexicanos,5 a 9 años,11047537,5604175,5443362,2010
Estados Unidos Mexicanos,10 a 14 años,10939937,5547613,5392324,2010
Estados Unidos Mexicanos,15 a 19 años,11026112,5520121,5505991,2010
Estados Unidos Mexicanos,20 a 24 años,9892271,4813204,5079067,2010
Estados Unidos Mexicanos,25 a 29 años,8788177,4205975,4582202,2010
Estados Unidos Mexicanos,30 a 34 años,8470798,4026031,4444767,2010
Estados Unidos Mexicanos,35 a 39 años,8292987,3964738,4328249,2010
Estados Unidos Mexicanos,40 a 44 años,7009226,3350322,3658904,2010
Estados Unidos Mexicanos,45 a 49 años,5928730,2824364,3104366,2010
Estados Unidos Mexicanos,50 a 54 años,5064291,2402451,2661840,2010
Estados Unidos Mexicanos,55 a 59 años,3895365,1869537,2025828,2010
Estados Unidos Mexicanos,60 a 64 años,3116466,1476667,1639799,2010
Estados Unidos Mexicanos,65 a 69 años,2317265,1095273,1221992,2010
Estados Unidos Mexicanos,70 a 74 años,1873934,873893,1000041,2010
Estados Unidos Mexicanos,75 a 79 años,1245483,579689,665794,2010
Estados Unidos Mexicanos,80 a 84 años,798936,355277,443659,2010
Estados Unidos Mexicanos,85 a 89 años,454164,197461,256703,2010
Estados Unidos Mexicanos,90 a 94 años,164924,68130,96794,2010
Estados Unidos Mexicanos,95 a 99 años,65732,25920,39812,2010
Estados Unidos Mexicanos,100 años y más,18475,7228,11247,2010
Estados Unidos Mexicanos,No especificado,1397406,700219,697187,2010
Aguascalientes,0 a 4 años,121557,61941,59616,2010
Aguascalientes,5 a 9 años,128874,65572,63302,2010
Aguascalientes,10 a 14 años,123806,62615,61191,2010
Aguascalientes,15 a 19 años,121428,60636,60792,2010
Aguascalientes,20 a 24 años,106305,51431,54874,2010
Aguascalientes,25 a 29 años,93604,44568,49036,2010
Aguascalientes,30 a 34 años,88726,41962,46764,2010
Aguascalientes,35 a 39 años,86254,40569,45685,2010
Aguascalientes,40 a 44 años,73084,34381,38703,2010
Aguascalientes,45 a 49 años,60198,28420,31778,2010
Aguascalientes,50 a 54 años,49980,23436,26544,2010
Aguascalientes,55 a 59 años,37543,17960,19583,2010
Aguascalientes,60 a 64 años,29258,13686,15572,2010
Aguascalientes,65 a 69 años,21004,9895,11109,2010
Aguascalientes,70 a 74 años,15254,6967,8287,2010
Aguascalientes,75 a 79 años,10673,4862,5811,2010
Aguascalientes,80 a 84 años,7228,3094,4134,2010
Aguascalientes,85 a 89 años,4061,1780,2281,2010
Aguascalientes,90 a 94 años,1467,605,862,2010
Aguascalientes,95 a 99 años,551,229,322,2010
Aguascalientes,100 años y más,109,45,64,2010
Aguascalientes,No especificado,4032,1984,2048,2010
Baja California,0 a 4 años,293234,149167,144067,2010
Baja California,5 a 9 años,303180,153886,149294,2010
Baja California,10 a 14 años,305472,155483,149989,2010
Baja California,15 a 19 años,299195,152077,147118,2010
Baja California,20 a 24 años,286479,144597,141882,2010
Baja California,25 a 29 años,265428,133546,131882,2010
Baja California,30 a 34 años,264023,132857,131166,2010
Baja California,35 a 39 años,264063,135331,128732,2010
Baja California,40 a 44 años,215049,110722,104327,2010
Baja California,45 a 49 años,171104,86928,84176,2010
Baja California,50 a 54 años,136690,68093,68597,2010
Baja California,55 a 59 años,97874,48250,49624,2010
Baja California,60 a 64 años,75229,36151,39078,2010
Baja California,65 a 69 años,52560,25086,27474,2010
Baja California,70 a 74 años,37742,17956,19786,2010
Baja California,75 a 79 años,24055,11223,12832,2010
Baja California,80 a 84 años,14744,6578,8166,2010
Baja California,85 a 89 años,7764,3360,4404,2010
Baja California,90 a 94 años,2641,1079,1562,2010
Baja California,95 a 99 años,913,314,599,2010
Baja California,100 años y más,206,57,149,2010
Baja California,No especificado,37425,18869,18556,2010
Baja California Sur,0 a 4 años,60758,30840,29918,2010
Baja California Sur,5 a 9 años,60334,30636,29698,2010
Baja California Sur,10 a 14 años,57380,29340,28040,2010
Baja California Sur,15 a 19 años,57713,29730,27983,2010
Baja California Sur,20 a 24 años,58690,30273,28417,2010
Baja California Sur,25 a 29 años,57525,29600,27925,2010
Baja California Sur,30 a 34 años,56159,28734,27425,2010
Baja California Sur,35 a 39 años,52235,26810,25425,2010
Baja California Sur,40 a 44 años,42163,21760,20403,2010
Baja California Sur,45 a 49 años,34308,17451,16857,2010
Baja California Sur,50 a 54 años,28122,14297,13825,2010
Baja California Sur,55 a 59 años,20188,10384,9804,2010
Baja California Sur,60 a 64 años,14895,7573,7322,2010
Baja California Sur,65 a 69 años,10279,5225,5054,2010
Baja California Sur,70 a 74 años,7012,3480,3532,2010
Baja California Sur,75 a 79 años,4598,2283,2315,2010
Baja California Sur,80 a 84 años,2805,1284,1521,2010
Baja California Sur,85 a 89 años,1589,677,912,2010
Baja California Sur,90 a 94 años,655,265,390,2010
Baja California Sur,95 a 99 años,223,82,141,2010
Baja California Sur,100 años y más,58,27,31,2010
Baja California Sur,No especificado,9337,4682,4655,2010
Campeche,0 a 4 años,76925,39317,37608,2010
Campeche,5 a 9 años,78299,39758,38541,2010
Campeche,10 a 14 años,81314,41146,40168,2010
Campeche,15 a 19 años,82920,41693,41227,2010
Campeche,20 a 24 años,76388,37219,39169,2010
Campeche,25 a 29 años,68197,32562,35635,2010
Campeche,30 a 34 años,64927,30991,33936,2010
Campeche,35 a 39 años,61896,30049,31847,2010
Campeche,40 a 44 años,50522,24853,25669,2010
Campeche,45 a 49 años,42811,21000,21811,2010
Campeche,50 a 54 años,35658,17658,18000,2010
Campeche,55 a 59 años,28316,14154,14162,2010
Campeche,60 a 64 años,21379,10611,10768,2010
Campeche,65 a 69 años,15079,7595,7484,2010
Campeche,70 a 74 años,12890,6468,6422,2010
Campeche,75 a 79 años,8320,4276,4044,2010
Campeche,80 a 84 años,5254,2687,2567,2010
Campeche,85 a 89 años,3209,1620,1589,2010
Campeche,90 a 94 años,1127,573,554,2010
Campeche,95 a 99 años,479,223,256,2010
Campeche,100 años y más,142,75,67,2010
Campeche,No especificado,6389,3193,3196,2010
Coahuila de Zaragoza,0 a 4 años,258246,131289,126957,2010
Coahuila de Zaragoza,5 a 9 años,270736,137858,132878,2010
Coahuila de Zaragoza,10 a 14 años,268193,136153,132040,2010
Coahuila de Zaragoza,15 a 19 años,261942,132477,129465,2010
Coahuila de Zaragoza,20 a 24 años,230132,115443,114689,2010
Coahuila de Zaragoza,25 a 29 años,210236,104230,106006,2010
Coahuila de Zaragoza,30 a 34 años,216325,106088,110237,2010
Coahuila de Zaragoza,35 a 39 años,211770,103371,108399,2010
Coahuila de Zaragoza,40 a 44 años,177554,86374,91180,2010
Coahuila de Zaragoza,45 a 49 años,150271,72906,77365,2010
Coahuila de Zaragoza,50 a 54 años,125961,60909,65052,2010
Coahuila de Zaragoza,55 a 59 años,95121,46924,48197,2010
Coahuila de Zaragoza,60 a 64 años,77527,37467,40060,2010
Coahuila de Zaragoza,65 a 69 años,55667,26827,28840,2010
Coahuila de Zaragoza,70 a 74 años,42832,20407,22425,2010
Coahuila de Zaragoza,75 a 79 años,27610,13197,14413,2010
Coahuila de Zaragoza,80 a 84 años,17076,7645,9431,2010
Coahuila de Zaragoza,85 a 89 años,9002,3900,5102,2010
Coahuila de Zaragoza,90 a 94 años,2959,1238,1721,2010
Coahuila de Zaragoza,95 a 99 años,1008,385,623,2010
Coahuila de Zaragoza,100 años y más,263,91,172,2010
Coahuila de Zaragoza,No especificado,37960,19018,18942,2010
Colima,0 a 4 años,58263,29676,28587,2010
Colima,5 a 9 años,59869,30334,29535,2010
Colima,10 a 14 años,59473,30707,28766,2010
Colima,15 a 19 años,62323,31543,30780,2010
Colima,20 a 24 años,60070,29487,30583,2010
Colima,25 a 29 años,53136,25994,27142,2010
Colima,30 a 34 años,50521,24590,25931,2010
Colima,35 a 39 años,48863,23868,24995,2010
Colima,40 a 44 años,41432,20101,21331,2010
Colima,45 a 49 años,35812,17505,18307,2010
Colima,50 a 54 años,30917,15247,15670,2010
Colima,55 a 59 años,23301,11581,11720,2010
Colima,60 a 64 años,18355,8939,9416,2010
Colima,65 a 69 años,13806,6765,7041,2010
Colima,70 a 74 años,10239,4918,5321,2010
Colima,75 a 79 años,6976,3375,3601,2010
Colima,80 a 84 años,4565,2050,2515,2010
Colima,85 a 89 años,2906,1352,1554,2010
Colima,90 a 94 años,1259,531,728,2010
Colima,95 a 99 años,499,228,271,2010
Colima,100 años y más,123,65,58,2010
Colima,No especificado,7847,3934,3913,2010
Chiapas,0 a 4 años,540459,273660,266799,2010
Chiapas,5 a 9 años,554692,280057,274635,2010
Chiapas,10 a 14 años,549896,279274,270622,2010
Chiapas,15 a 19 años,530233,262407,267826,2010
Chiapas,20 a 24 años,438019,207582,230437,2010
Chiapas,25 a 29 años,366537,170660,195877,2010
Chiapas,30 a 34 años,335370,157234,178136,2010
Chiapas,35 a 39 años,307983,145306,162677,2010
Chiapas,40 a 44 años,246620,119049,127571,2010
Chiapas,45 a 49 años,212924,103387,109537,2010
Chiapas,50 a 54 años,174407,85517,88890,2010
Chiapas,55 a 59 años,137559,69026,68533,2010
Chiapas,60 a 64 años,110499,54902,55597,2010
Chiapas,65 a 69 años,78922,38302,40620,2010
Chiapas,70 a 74 años,68500,34470,34030,2010
Chiapas,75 a 79 años,39750,20238,19512,2010
Chiapas,80 a 84 años,24678,12299,12379,2010
Chiapas,85 a 89 años,13513,6572,6941,2010
Chiapas,90 a 94 años,5569,2754,2815,2010
Chiapas,95 a 99 años,2583,1226,1357,2010
Chiapas,100 años y más,1467,726,741,2010
Chiapas,No especificado,56400,28159,28241,2010
Chihuahua,0 a 4 años,322676,163607,159069,2010
Chihuahua,5 a 9 años,335064,170477,164587,2010
Chihuahua,10 a 14 años,324661,164749,159912,2010
Chihuahua,15 a 19 años,322034,162488,159546,2010
Chihuahua,20 a 24 años,285872,142953,142919,2010
Chihuahua,25 a 29 años,255036,126385,128651,2010
Chihuahua,30 a 34 años,251304,124137,127167,2010
Chihuahua,35 a 39 años,259968,128448,131520,2010
Chihuahua,40 a 44 años,222756,109944,112812,2010
Chihuahua,45 a 49 años,183153,89363,93790,2010
Chihuahua,50 a 54 años,149069,71988,77081,2010
Chihuahua,55 a 59 años,108607,52311,56296,2010
Chihuahua,60 a 64 años,89542,42534,47008,2010
Chihuahua,65 a 69 años,68809,32811,35998,2010
Chihuahua,70 a 74 años,54419,26273,28146,2010
Chihuahua,75 a 79 años,34386,16544,17842,2010
Chihuahua,80 a 84 años,20704,9435,11269,2010
Chihuahua,85 a 89 años,10184,4404,5780,2010
Chihuahua,90 a 94 años,3294,1383,1911,2010
Chihuahua,95 a 99 años,1101,428,673,2010
Chihuahua,100 años y más,286,113,173,2010
Chihuahua,No especificado,103540,51770,51770,2010
Ciudad de México,0 a 4 años,618245,314701,303544,2010
Ciudad de México,5 a 9 años,658948,334885,324063,2010
Ciudad de México,10 a 14 años,660345,334674,325671,2010
Ciudad de México,15 a 19 años,723372,363265,360107,2010
Ciudad de México,20 a 24 años,753404,372368,381036,2010
Ciudad de México,25 a 29 años,726696,352969,373727,2010
Ciudad de México,30 a 34 años,702642,335988,366654,2010
Ciudad de México,35 a 39 años,722214,341865,380349,2010
Ciudad de México,40 a 44 años,629563,295151,334412,2010
Ciudad de México,45 a 49 años,555481,256078,299403,2010
Ciudad de México,50 a 54 años,506310,230325,275985,2010
Ciudad de México,55 a 59 años,392186,179065,213121,2010
Ciudad de México,60 a 64 años,315793,141010,174783,2010
Ciudad de México,65 a 69 años,227625,99910,127715,2010
Ciudad de México,70 a 74 años,179329,75227,104102,2010
Ciudad de México,75 a 79 años,124499,50795,73704,2010
Ciudad de México,80 a 84 años,85121,32012,53109,2010
Ciudad de México,85 a 89 años,47170,17062,30108,2010
Ciudad de México,90 a 94 años,17225,5529,11696,2010
Ciudad de México,95 a 99 años,5797,1688,4109,2010
Ciudad de México,100 años y más,1089,321,768,2010
Ciudad de México,No especificado,198026,98895,99131,2010
Durango,0 a 4 años,161700,82046,79654,2010
Durango,5 a 9 años,166853,84823,82030,2010
Durango,10 a 14 años,167180,84969,82211,2010
Durango,15 a 19 años,166366,84036,82330,2010
Durango,20 a 24 años,143377,70380,72997,2010
Durango,25 a 29 años,117714,56978,60736,2010
Durango,30 a 34 años,115294,55171,60123,2010
Durango,35 a 39 años,112837,54244,58593,2010
Durango,40 a 44 años,96859,46107,50752,2010
Durango,45 a 49 años,82516,38967,43549,2010
Durango,50 a 54 años,70274,33322,36952,2010
Durango,55 a 59 años,53875,26022,27853,2010
Durango,60 a 64 años,44693,21418,23275,2010
Durango,65 a 69 años,34601,16948,17653,2010
Durango,70 a 74 años,29733,14618,15115,2010
Durango,75 a 79 años,19595,9739,9856,2010
Durango,80 a 84 años,12039,5751,6288,2010
Durango,85 a 89 años,6079,2885,3194,2010
Durango,90 a 94 años,1953,843,1110,2010
Durango,95 a 99 años,753,336,417,2010
Durango,100 años y más,235,84,151,2010
Durango,No especificado,28408,14203,14205,2010
Guanajuato,0 a 4 años,547466,277260,270206,2010
Guanajuato,5 a 9 años,579121,293697,285424,2010
Guanajuato,10 a 14 años,580600,293612,286988,2010
Guanajuato,15 a 19 años,570965,281501,289464,2010
Guanajuato,20 a 24 años,493167,230992,262175,2010
Guanajuato,25 a 29 años,425291,196248,229043,2010
Guanajuato,30 a 34 años,407712,187888,219824,2010
Guanajuato,35 a 39 años,387687,181162,206525,2010
Guanajuato,40 a 44 años,324654,150828,173826,2010
Guanajuato,45 a 49 años,266465,123887,142578,2010
Guanajuato,50 a 54 años,225760,105052,120708,2010
Guanajuato,55 a 59 años,174400,82431,91969,2010
Guanajuato,60 a 64 años,140229,65751,74478,2010
Guanajuato,65 a 69 años,105229,49694,55535,2010
Guanajuato,70 a 74 años,86650,40438,46212,2010
